index,carat,cut,color,clarity,depth,table,x,y,z
14998,1.0,Premium,J,I1,58.3,58.0,6.61,6.51,3.82
14999,0.7,Very Good,I,VS1,63.2,55.0,5.63,5.58,3.54
15000,0.41,Ideal,G,VS2,62.7,56.0,4.76,4.71,2.97
15001,1.01,Very Good,G,VVS2,63.2,59.0,6.35,6.27,3.99
15002,1.33,Ideal,H,VS2,59.5,57.0,7.18,7.23,4.29
15003,0.59,Premium,E,SI1,61.8,60.0,5.33,5.39,3.31
15004,1.01,Good,E,VS2,65.6,55.0,6.16,6.22,4.06
15005,0.4,Ideal,H,SI1,62.6,52.0,4.73,4.76,2.97
15006,0.44,Ideal,J,VS2,62.3,54.0,4.89,4.86,3.04
15007,0.32,Premium,F,VS2,61.3,60.0,4.37,4.4,2.69
15008,0.41,Ideal,G,VVS1,62.5,53.0,4.76,4.78,2.98
15009,2.15,Very Good,I,SI2,63.4,56.0,8.2,8.15,5.18
15010,1.21,Premium,H,SI2,61.9,55.0,6.84,6.79,4.22
15011,0.47,Good,E,VVS1,65.2,56.0,4.86,4.89,3.18
15012,0.32,Premium,D,VS2,62.0,57.0,4.42,4.38,2.73
15013,0.71,Very Good,F,SI1,63.2,56.0,5.66,5.61,3.56
15014,0.7,Good,F,VS1,63.8,58.0,5.58,5.61,3.57
15015,1.0,Very Good,E,SI2,63.3,58.0,6.35,6.32,4.01
15016,1.75,Premium,F,SI2,58.0,59.0,7.97,7.92,4.61
15017,0.34,Ideal,E,VVS1,61.6,55.0,4.5,4.52,2.78
15018,0.33,Ideal,E,VVS2,60.0,56.0,4.53,4.56,2.72
15019,0.44,Ideal,H,IF,61.9,54.0,4.9,4.95,3.05
15020,0.3,Very Good,H,VVS2,62.9,57.0,4.28,4.31,2.7
15021,1.15,Very Good,H,SI1,60.9,57.0,6.72,6.8,4.12
15022,0.8,Ideal,G,SI2,62.2,56.0,5.95,5.91,3.69
15023,1.17,Ideal,G,VVS2,61.7,55.0,6.74,6.77,4.17
15024,1.03,Premium,I,VS1,60.4,59.0,6.57,6.51,3.95
15025,1.14,Premium,F,SI1,59.6,58.0,6.78,6.8,4.05
15026,1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96
15027,1.5,Good,F,VS2,64.0,56.0,7.18,7.13,4.64
15028,0.34,Very Good,D,VS2,60.0,59.0,4.5,4.56,2.72
15029,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69
15030,1.01,Ideal,I,SI1,60.6,57.0,6.51,6.56,3.96
15031,0.3,Premium,I,VS1,61.7,58.0,4.27,4.32,2.65
15032,0.92,Premium,E,SI1,61.7,57.0,6.32,6.2,3.86
15033,0.51,Very Good,G,VVS2,60.9,56.0,5.17,5.21,3.16
15034,0.32,Very Good,D,SI1,63.0,57.0,4.35,4.38,2.75
15035,0.41,Ideal,I,IF,61.8,55.0,4.77,4.81,2.96
15036,1.52,Fair,I,I1,67.7,58.0,7.07,7.0,4.76
15037,1.01,Premium,H,SI1,61.9,59.0,6.35,6.32,3.92
15038,1.19,Premium,H,SI1,61.2,60.0,6.85,6.8,4.18
15039,1.22,Premium,F,SI1,61.8,59.0,6.86,6.83,4.23
15040,0.42,Premium,I,SI1,61.2,60.0,4.82,4.78,2.94
15041,0.31,Ideal,D,VS2,62.1,54.0,4.4,4.36,2.72
15042,1.31,Very Good,F,VS1,59.1,60.0,7.13,7.18,4.23
15043,0.82,Ideal,I,VS1,62.3,57.0,5.98,6.02,3.74
15044,0.32,Premium,E,VVS1,60.8,59.0,4.43,4.45,2.7
15045,1.21,Ideal,H,VS1,62.4,53.0,6.83,6.86,4.27
15046,2.03,Very Good,I,SI1,62.2,59.0,8.03,8.09,5.01
15047,1.02,Fair,E,VS2,66.6,57.0,6.09,6.14,4.07
15048,0.3,Very Good,J,SI1,62.7,59.0,4.21,4.27,2.66
15049,0.54,Ideal,D,VS2,61.8,56.0,5.21,5.24,3.23
15050,0.44,Premium,I,VS1,62.8,56.0,4.88,4.83,3.05
15051,1.01,Premium,G,IF,60.0,61.0,6.45,6.41,3.86
15052,1.21,Premium,H,SI1,62.8,59.0,6.72,6.68,4.21
15053,1.06,Very Good,E,VS1,63.0,58.0,6.46,6.49,4.08
15054,0.31,Premium,G,VVS1,62.6,61.0,4.31,4.28,2.69
15055,0.9,Good,F,SI1,64.7,54.0,6.04,6.08,3.92
15056,0.7,Ideal,F,VVS1,62.4,55.0,5.63,5.71,3.54
15057,0.31,Ideal,E,VVS2,61.4,56.0,4.36,4.4,2.69
15058,1.5,Premium,E,SI2,61.2,59.0,7.41,7.36,4.52
15059,1.1,Ideal,I,SI1,61.6,55.0,6.66,6.68,4.11
15060,0.34,Ideal,H,VVS1,62.3,54.0,4.46,4.5,2.79
15061,0.52,Ideal,H,VS2,61.7,55.0,5.2,5.23,3.22
15062,1.0,Good,E,SI1,63.9,55.0,6.28,6.34,4.03
15063,1.05,Very Good,G,VS2,61.7,55.0,6.5,6.56,4.03
15064,0.35,Ideal,F,VS2,62.4,55.0,4.53,4.51,2.82
15065,0.5,Ideal,G,VVS2,62.0,56.0,5.09,5.13,3.17
15066,0.32,Very Good,G,VVS2,62.6,54.0,4.37,4.39,2.74
15067,0.23,Very Good,E,VVS2,62.4,59.0,3.91,3.94,2.45
15068,0.86,Very Good,J,SI2,63.2,61.0,6.05,5.97,3.79
15069,0.53,Premium,F,VS2,61.4,60.0,5.21,5.18,3.19
15070,1.11,Ideal,J,SI2,62.5,57.0,6.64,6.6,4.14
15071,0.63,Ideal,D,IF,62.5,55.0,5.5,5.47,3.43
15072,1.2,Premium,H,SI1,61.2,57.0,6.91,6.78,4.19
15073,0.25,Premium,G,SI2,58.8,60.0,5.33,5.28,3.12
15074,1.5,Ideal,G,SI2,62.0,57.0,7.26,7.31,4.52
15075,0.33,Very Good,G,VVS1,61.8,55.0,4.44,4.48,2.76
15076,0.32,Ideal,H,SI1,61.0,56.6,4.4,4.43,2.7
15077,0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37
15078,0.3,Ideal,D,VS2,59.5,56.0,4.41,4.37,2.61
15079,3.51,Premium,J,VS2,62.5,59.0,9.66,9.63,6.03
15080,0.31,Ideal,E,VS2,62.4,54.0,4.35,4.31,2.7
15081,0.34,Ideal,J,VS1,61.9,55.0,4.5,4.54,2.8
15082,0.4,Ideal,I,VVS2,62.0,54.0,4.74,4.77,2.95
15083,0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68
15084,0.72,Ideal,G,VS1,62.0,56.0,5.74,5.78,3.57
15085,0.62,Ideal,E,SI1,60.7,56.0,5.54,5.57,3.37
15086,0.3,Ideal,E,VVS2,61.5,55.0,4.33,4.35,2.67
15087,0.4,Good,I,VVS1,63.9,56.0,4.68,4.64,2.98
15088,1.31,Premium,J,SI1,59.4,60.0,7.06,7.12,4.21
15089,0.9,Good,H,SI1,64.2,60.0,6.05,6.02,3.87
15090,1.11,Good,I,VS1,59.2,64.0,6.8,6.77,4.02
15091,0.51,Very Good,G,VS2,62.5,59.0,5.05,5.1,3.17
15092,0.52,Fair,G,IF,65.5,55.0,4.98,5.06,3.29
15093,0.47,Fair,G,SI1,58.4,60.0,5.16,5.12,3.0
15094,0.32,Ideal,I,VS2,62.5,55.0,4.38,4.39,2.74
15095,0.33,Premium,D,SI1,60.3,58.0,4.49,4.47,2.7
15096,2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1
15097,1.51,Ideal,J,VS2,61.7,57.0,7.44,7.4,4.58
15098,2.01,Very Good,J,VS2,62.1,60.0,7.88,8.0,4.93
15099,1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81
15100,1.07,Very Good,F,IF,59.4,59.0,6.64,6.7,3.96
15101,1.5,Good,F,SI2,62.6,64.0,7.25,7.19,4.52
15102,1.72,Very Good,D,SI2,63.4,62.0,7.59,7.53,4.79
15103,0.32,Premium,D,VVS2,61.5,60.0,4.37,4.41,2.7
15104,0.51,Ideal,G,VS1,59.0,59.0,5.25,5.28,3.11
15105,0.3,Premium,E,VS2,60.0,60.0,4.4,4.36,2.63
15106,0.4,Premium,G,VVS1,60.9,57.0,4.8,4.76,2.91
15107,0.9,Good,D,SI1,63.8,58.0,6.09,6.13,3.9
15108,1.01,Premium,F,VS2,59.2,61.0,6.59,6.55,3.89
15109,1.32,Premium,I,SI1,62.3,58.0,6.98,7.01,4.36
15110,0.9,Very Good,E,VVS2,63.7,57.0,6.1,6.12,3.89
15111,1.02,Ideal,E,VS2,60.7,56.0,6.58,6.61,4.0
15112,0.57,Ideal,E,VS2,60.8,56.0,5.34,5.37,3.26
15113,1.19,Ideal,I,VS1,61.6,56.0,6.81,6.83,4.2
15114,0.4,Premium,F,VVS2,62.2,59.0,4.65,4.7,2.91
15115,0.9,Good,J,VS2,64.1,56.0,6.12,6.08,3.91
15116,1.03,Ideal,J,SI2,60.6,56.0,6.58,6.57,3.99
15117,0.3,Very Good,I,VVS1,63.1,57.0,4.29,4.27,2.7
15118,0.3,Ideal,E,VVS2,61.6,57.0,4.29,4.32,2.65
15119,0.8,Ideal,E,VS2,62.2,57.0,5.98,5.95,3.71
15120,0.37,Ideal,E,VS2,61.2,57.0,4.58,4.64,2.82
15121,1.25,Premium,E,SI1,60.9,59.0,6.98,7.02,4.26
15122,0.9,Very Good,J,VS2,63.1,59.0,6.09,6.05,3.83
15123,0.53,Ideal,H,SI1,62.3,57.0,5.2,5.24,3.25
15124,0.7,Good,I,VS2,57.1,61.0,5.9,5.93,3.38
15125,1.35,Very Good,J,VS1,62.1,56.0,7.04,7.1,4.39
15126,1.01,Ideal,D,VS2,62.6,54.0,6.46,6.42,4.03
15127,0.71,Ideal,E,SI1,61.9,56.0,5.76,5.71,3.55
15128,0.6,Ideal,G,VS2,62.1,56.0,5.4,5.45,3.37
15129,0.33,Ideal,E,VVS1,60.9,56.0,4.46,4.48,2.72
15130,1.5,Premium,H,VS1,61.1,58.0,7.46,7.37,4.53
15131,0.3,Premium,H,SI1,62.9,59.0,4.28,4.24,2.68
15132,1.13,Fair,H,SI1,65.3,59.0,6.52,6.44,4.23
15133,1.24,Very Good,I,SI2,61.6,59.0,6.87,6.9,4.24
15134,1.2,Very Good,J,SI2,61.8,56.0,6.81,6.85,4.22
15135,0.32,Ideal,D,SI1,60.9,56.0,4.43,4.4,2.69
15136,0.31,Premium,E,SI1,59.3,59.0,4.48,4.42,2.64
15137,0.72,Ideal,F,SI2,61.9,57.0,5.74,5.79,3.57
15138,0.35,Very Good,G,VVS2,62.4,56.0,4.47,4.53,2.81
15139,1.53,Ideal,J,VS2,61.4,58.0,7.35,7.43,4.54
15140,0.32,Premium,D,SI1,63.0,58.0,4.4,4.36,2.76
15141,0.42,Ideal,D,VVS1,61.8,56.0,4.82,4.79,2.97
15142,1.51,Good,D,VS2,59.8,65.0,7.36,7.43,4.42
15143,0.33,Very Good,I,VS1,63.1,56.0,4.4,4.38,2.77
15144,1.5,Premium,H,VS1,62.1,59.0,7.27,7.31,4.53
15145,2.22,Very Good,I,SI1,62.4,55.0,8.29,8.35,5.19
15146,0.4,Ideal,H,IF,60.9,58.0,4.75,4.78,2.9
15147,0.51,Premium,I,VVS2,59.4,60.0,5.26,5.21,3.11
15148,1.2,Premium,H,SI2,59.8,58.0,6.92,6.83,4.11
15149,1.02,Premium,E,VS2,61.9,62.0,6.47,6.38,3.98
15150,1.0,Good,G,VS2,64.1,58.0,6.22,6.32,4.02
15151,0.3,Ideal,E,VS2,61.8,56.0,4.29,4.32,2.66
15152,2.0,Ideal,I,SI1,61.4,57.0,8.05,8.11,4.96
15153,0.38,Ideal,F,SI2,61.3,55.0,4.67,4.69,2.87
15154,1.05,Ideal,D,VVS2,61.9,54.0,6.53,6.55,4.05
15155,0.32,Ideal,H,SI2,61.5,56.0,4.43,4.45,2.73
15156,1.25,Very Good,G,VS2,62.2,57.0,6.84,6.88,4.27
15157,0.9,Good,D,VS2,62.6,65.0,6.1,6.04,3.8
15158,1.2,Premium,I,SI2,62.7,58.0,6.82,6.76,4.26
15159,0.3,Ideal,E,VS1,61.6,57.0,4.33,4.3,2.66
15160,0.4,Premium,E,VS2,62.2,59.0,4.74,4.71,2.94
15161,0.54,Very Good,E,SI2,62.4,57.7,5.19,5.2,3.25
15162,0.51,Very Good,G,VS1,63.4,57.0,5.08,5.04,3.21
15163,0.4,Ideal,I,SI1,61.8,55.0,4.74,4.78,2.94
15164,0.91,Very Good,H,VVS2,63.6,56.0,6.11,6.13,3.89
15165,0.3,Premium,I,VVS2,61.8,58.0,4.33,4.28,2.66
15166,0.41,Ideal,G,VS1,61.9,57.0,4.76,4.81,2.96
15167,0.7,Premium,E,SI2,62.9,59.0,5.67,5.59,3.54
15168,1.01,Very Good,F,SI1,62.7,56.0,6.37,6.39,4.0
15169,0.38,Very Good,D,VVS2,63.8,57.0,4.57,4.61,2.93
15170,1.93,Very Good,I,SI1,62.8,58.0,7.89,7.97,4.98
15171,1.73,Premium,H,SI1,61.8,57.0,7.77,7.64,4.76
15172,0.33,Ideal,F,VS2,60.5,55.0,4.47,4.55,2.73
15173,0.32,Ideal,H,VS1,62.1,55.0,4.4,4.39,2.73
15174,0.34,Very Good,I,SI1,60.4,56.0,4.54,4.56,2.75
15175,0.41,Ideal,F,VS1,62.7,55.0,4.74,4.77,2.98
15176,0.34,Ideal,E,VS1,61.2,57.0,4.45,4.51,2.74
15177,0.43,Premium,I,IF,61.2,58.0,4.88,4.83,2.97
15178,0.98,Fair,G,SI2,66.6,56.0,6.12,6.02,4.04
15179,1.03,Premium,H,VS1,62.5,59.0,6.43,6.47,4.03
15180,0.71,Ideal,D,VS2,62.3,56.0,5.68,5.72,3.55
15181,0.31,Premium,H,VVS2,61.9,58.0,4.36,4.33,2.69
15182,0.7,Good,H,I1,56.5,57.0,5.97,5.86,3.33
15183,0.32,Premium,E,SI1,60.4,61.0,4.42,4.39,2.66
15184,0.9,Very Good,F,SI1,61.4,58.0,6.18,6.23,3.81
15185,0.34,Ideal,F,IF,62.3,54.0,4.48,4.51,2.8
15186,0.34,Ideal,E,SI1,61.0,57.0,4.48,4.51,2.74
15187,1.08,Very Good,D,VS1,60.2,58.0,6.61,6.67,4.0
15188,0.56,Very Good,H,SI1,61.3,60.0,5.23,5.28,3.22
15189,0.46,Premium,E,VS2,61.5,60.0,4.95,4.91,3.03
15190,0.3,Premium,D,VS2,60.4,59.0,4.35,4.33,2.62
15191,0.72,Premium,E,VS2,62.4,59.0,5.77,5.7,3.58
15192,0.2,Ideal,E,VS2,62.2,57.0,3.76,3.73,2.33
15193,0.3,Ideal,E,VS2,61.5,55.0,4.31,4.34,2.66
15194,2.09,Premium,F,SI2,61.2,57.0,8.26,8.21,5.04
15195,0.4,Premium,J,VS1,60.7,60.0,4.76,4.79,2.9
15196,0.3,Ideal,G,VVS1,62.3,55.0,4.31,4.29,2.68
15197,0.8,Very Good,H,VS1,60.9,57.0,5.98,6.02,3.65
15198,0.71,Ideal,G,SI1,62.5,57.0,5.67,5.69,3.55
15199,1.32,Ideal,D,VVS2,59.3,59.0,7.16,7.23,4.27
15200,0.38,Ideal,G,SI1,60.9,56.0,4.71,4.68,2.86
15201,1.55,Premium,F,VS1,61.6,56.0,7.45,7.38,4.57
15202,0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84
15203,0.53,Good,E,SI2,63.4,56.0,5.16,5.18,3.28
15204,1.0,Premium,G,SI1,60.1,61.0,6.44,6.4,3.86
15205,0.32,Ideal,D,SI1,60.9,55.0,4.45,4.48,2.72
15206,0.7,Very Good,I,I1,63.2,59.0,5.62,5.59,3.54
15207,1.09,Premium,I,SI1,62.0,58.0,6.6,6.56,4.08
15208,0.37,Good,E,VS1,62.8,65.0,4.51,4.54,2.84
15209,0.53,Ideal,D,SI2,61.9,55.0,5.19,5.24,3.23
15210,0.5,Good,D,SI1,63.6,58.0,5.05,5.08,3.22
15211,1.16,Ideal,G,VS2,62.3,57.0,6.72,6.66,4.17
15212,0.7,Ideal,I,SI1,62.6,56.0,5.66,5.69,3.55
15213,1.2,Ideal,H,SI1,61.2,60.0,6.87,6.82,4.19
15214,1.3,Premium,H,SI2,60.4,61.0,7.09,7.04,4.27
15215,0.35,Very Good,D,SI2,62.4,57.0,4.47,4.5,2.8
15216,1.24,Ideal,I,SI2,61.9,57.0,6.87,6.92,4.27
15217,0.41,Ideal,D,VS2,61.2,57.0,4.78,4.82,2.94
15218,1.2,Ideal,F,VS1,62.9,53.0,6.86,6.81,4.3
15219,1.12,Premium,G,IF,60.9,57.0,6.79,6.68,4.1
15220,0.71,Fair,G,SI2,64.4,58.0,5.59,5.56,3.59
15221,0.41,Ideal,F,VVS1,61.9,56.0,4.77,4.79,2.96
15222,1.28,Premium,H,SI2,61.9,56.0,7.02,6.94,4.32
15223,0.76,Very Good,H,VS2,63.4,58.0,5.78,5.74,3.65
15224,0.3,Ideal,G,VVS1,61.7,55.0,4.32,4.34,2.67
15225,1.52,Ideal,I,VS1,62.9,60.0,7.31,7.27,4.59
15226,0.32,Ideal,E,VS1,61.7,57.0,4.42,4.39,2.72
15227,1.01,Premium,F,VS1,61.3,58.0,6.52,6.44,3.97
15228,0.53,Premium,E,SI1,61.9,56.0,5.22,5.19,3.22
15229,1.07,Ideal,F,SI1,60.6,57.0,6.62,6.67,1.07
15230,0.56,Very Good,G,VS1,60.2,56.0,5.35,5.37,3.23
15231,0.7,Good,F,SI1,58.7,64.0,5.77,5.78,3.39
15232,0.4,Very Good,E,SI1,62.2,56.0,4.71,4.74,2.94
15233,0.95,Ideal,I,SI2,61.2,56.0,6.33,6.37,3.89
15234,1.01,Good,D,VS2,61.6,61.0,6.43,6.45,3.97
15235,0.36,Ideal,I,VVS1,61.5,55.0,4.61,4.63,2.84
15236,1.74,Premium,G,VS2,61.0,58.0,7.77,7.75,4.73
15237,0.92,Ideal,I,SI1,61.8,57.0,6.27,6.25,3.87
15238,0.33,Ideal,G,VVS2,60.4,57.0,4.48,4.52,2.72
15239,0.7,Very Good,F,VS2,61.3,54.0,5.72,5.76,3.52
15240,1.04,Very Good,F,SI1,62.9,54.0,6.46,6.49,4.07
15241,1.02,Ideal,F,VS2,61.0,56.0,6.55,6.62,4.02
15242,2.15,Ideal,H,SI2,61.8,57.0,8.24,8.3,5.11
15243,0.31,Ideal,F,SI1,62.0,54.0,4.36,4.38,2.71
15244,0.33,Ideal,E,SI1,61.5,55.0,4.46,4.49,2.75
15245,0.34,Premium,I,VVS1,62.4,59.0,4.44,4.4,2.76
15246,1.01,Good,D,SI2,64.5,58.0,6.18,6.26,4.01
15247,0.53,Ideal,E,VS2,61.4,56.0,5.18,5.25,3.2
15248,0.51,Ideal,E,VS2,61.7,54.0,5.18,5.13,3.18
15249,0.31,Premium,G,VS1,62.1,58.0,4.31,4.36,2.69
15250,0.38,Ideal,E,IF,61.4,55.0,4.68,4.7,2.88
15251,0.71,Ideal,E,VS2,62.9,55.0,5.76,5.72,3.61
15252,0.9,Ideal,D,SI1,61.6,55.0,6.23,6.27,3.85
15253,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27
15254,0.33,Premium,G,VS1,59.2,59.0,4.54,4.51,2.68
15255,0.71,Premium,D,VS2,60.3,62.0,5.76,5.69,3.45
15256,0.7,Fair,D,VS2,65.2,59.0,5.58,5.55,3.63
15257,0.37,Premium,F,VS2,59.8,59.0,4.63,4.66,2.78
15258,0.5,Very Good,E,VS2,60.0,63.0,5.12,5.08,3.06
15259,1.01,Premium,J,I1,60.7,59.0,6.39,6.42,3.89
15260,1.01,Premium,I,SI1,62.9,58.0,6.37,6.34,4.0
15261,0.9,Good,G,SI2,61.3,60.0,6.13,6.2,3.78
15262,0.71,Ideal,I,VS2,61.5,55.0,5.76,5.78,3.55
15263,0.76,Ideal,F,VS1,61.9,55.0,5.88,5.84,3.63
15264,0.7,Very Good,G,SI2,60.6,58.0,5.72,5.77,3.48
15265,1.01,Very Good,G,SI1,59.6,61.0,6.47,6.52,3.87
15266,1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25
15267,0.32,Premium,J,SI1,62.2,59.0,4.41,4.37,2.73
15268,1.3,Very Good,F,SI1,61.5,58.0,6.99,7.06,4.32
15269,1.01,Good,J,VS2,62.8,58.0,6.3,6.35,3.97
15270,0.32,Ideal,G,IF,61.2,57.0,4.4,4.43,2.7
15271,1.34,Ideal,G,SI2,62.0,55.0,7.06,7.03,4.37
15272,0.31,Premium,F,VS2,61.6,58.0,4.35,4.38,2.69
15273,0.31,Ideal,G,VVS1,62.5,57.0,4.31,4.36,2.71
15274,0.51,Ideal,E,VS2,60.8,56.0,5.18,5.21,3.16
15275,1.51,Very Good,F,VS1,60.0,60.0,7.39,7.42,4.44
15276,2.01,Very Good,J,SI1,61.7,59.0,8.01,8.09,4.97
15277,1.0,Ideal,J,SI2,62.1,56.0,6.34,6.41,3.96
15278,0.24,Very Good,E,VVS2,63.9,53.0,3.93,3.96,2.52
15279,0.9,Good,I,VVS1,62.4,61.0,6.05,6.09,3.79
15280,0.83,Very Good,G,SI2,63.1,61.0,5.96,5.92,3.75
15281,1.01,Very Good,H,SI2,63.4,57.0,6.39,6.32,4.03
15282,1.01,Very Good,E,SI2,60.2,60.0,6.46,6.5,3.9
15283,0.41,Ideal,D,VS1,61.0,57.0,4.78,4.82,2.93
15284,0.33,Premium,G,VS1,61.6,60.0,4.46,4.41,2.73
15285,0.33,Ideal,E,VS2,62.3,57.0,4.37,4.43,2.74
15286,2.18,Very Good,G,SI2,61.0,60.0,8.29,8.33,5.07
15287,1.72,Premium,G,VVS2,61.8,60.0,7.65,7.68,4.74
15288,1.46,Very Good,I,SI1,62.5,57.0,7.15,7.19,4.48
15289,1.01,Good,G,SI1,64.2,56.0,6.38,6.26,4.05
15290,0.7,Good,G,VS1,60.6,61.0,5.71,5.77,3.48
15291,0.32,Very Good,F,VS2,63.3,57.0,4.38,4.34,2.76
15292,0.37,Premium,D,SI1,62.7,58.0,4.58,4.55,2.86
15293,0.59,Very Good,I,VS2,61.2,57.0,5.4,5.42,3.31
15294,0.31,Very Good,G,VS1,60.8,61.0,4.33,4.35,2.64
15295,1.23,Very Good,I,VS2,59.7,58.0,6.94,7.02,4.17
15296,0.3,Ideal,F,VS2,61.4,57.0,4.36,4.34,2.67
15297,0.8,Ideal,E,VS1,62.1,56.0,5.92,5.97,3.69
15298,0.91,Premium,E,VS1,62.7,59.0,6.19,6.15,3.87
15299,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88
15300,0.56,Very Good,H,SI1,63.2,57.0,5.27,5.23,3.32
15301,0.54,Premium,D,VS2,61.7,58.0,5.24,5.16,3.21
15302,1.35,Premium,H,VS2,61.5,58.0,7.09,7.15,4.38
15303,0.3,Ideal,D,SI1,61.9,54.0,4.34,4.32,2.68
15304,1.16,Ideal,I,VS2,60.8,56.0,6.85,6.81,4.15
15305,0.32,Ideal,F,VS1,61.9,56.0,4.35,4.4,2.71
15306,0.62,Ideal,H,IF,60.5,58.0,5.48,5.52,3.33
15307,0.46,Good,F,SI2,64.0,57.0,4.88,4.83,3.11
15308,1.0,Premium,F,SI2,59.9,61.0,6.46,6.42,3.86
15309,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51
15310,0.41,Ideal,G,VVS1,62.0,56.0,4.8,4.78,2.97
15311,1.01,Very Good,E,SI1,61.5,60.0,6.39,6.42,3.94
15312,1.19,Ideal,F,VVS1,61.9,57.0,6.84,6.79,4.22
15313,0.71,Premium,D,SI1,58.1,61.0,5.81,5.79,3.37
15314,0.54,Ideal,E,SI1,61.7,56.0,5.27,5.24,3.24
15315,0.27,Ideal,E,VVS1,62.0,56.0,4.19,4.16,2.59
15316,0.6,Ideal,F,VVS2,61.5,57.0,5.42,5.45,3.34
15317,1.01,Ideal,F,VVS2,63.0,57.0,6.36,6.4,4.02
15318,0.35,Premium,D,VVS1,60.8,58.0,4.55,4.53,2.76
15319,0.71,Ideal,E,SI1,62.0,56.0,5.72,5.77,3.56
15320,1.09,Ideal,F,VVS2,62.5,55.0,6.52,6.6,4.1
15321,0.25,Good,D,VS1,57.6,60.0,4.15,4.18,2.4
15322,0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52
15323,0.41,Premium,G,VVS1,59.7,60.0,4.85,4.83,2.89
15324,1.5,Good,F,SI2,59.7,61.0,7.39,7.44,4.43
15325,0.91,Very Good,F,VS2,60.8,57.0,6.24,6.25,3.8
15326,0.71,Very Good,I,SI1,62.0,56.0,5.69,5.72,3.54
15327,0.8,Ideal,H,VVS1,61.8,57.0,5.93,5.89,3.65
15328,0.4,Premium,E,SI2,58.7,59.0,4.82,4.78,2.82
15329,0.71,Ideal,G,SI1,60.5,56.4,5.76,5.8,3.5
15330,0.32,Premium,I,SI1,62.9,58.0,4.35,4.33,2.73
15331,0.4,Ideal,G,VVS2,61.4,53.0,4.73,4.81,2.93
15332,0.51,Very Good,G,VVS2,62.9,57.0,5.06,5.12,3.2
15333,0.41,Premium,E,VS1,60.7,58.0,4.79,4.83,2.92
15334,0.41,Ideal,I,VVS1,62.3,53.0,4.77,4.79,2.98
15335,1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95
15336,0.39,Premium,G,VVS1,59.9,59.0,4.75,4.73,2.84
15337,1.56,Ideal,G,VS2,61.3,56.0,7.48,7.5,4.59
15338,0.5,Ideal,E,VS2,60.4,56.0,5.15,5.21,3.13
15339,1.47,Premium,H,SI2,59.3,59.0,7.39,7.34,4.37
15340,0.32,Premium,H,VS1,61.7,58.0,4.41,4.37,2.71
15341,1.01,Ideal,G,VS2,60.9,57.0,6.48,6.51,3.95
15342,1.11,Ideal,D,SI2,61.6,55.0,6.62,6.66,4.09
15343,0.82,Premium,E,VS2,62.6,60.0,5.97,5.91,3.72
15344,2.0,Premium,I,SI2,62.3,57.0,8.12,8.05,5.03
15345,2.01,Good,F,SI2,64.0,58.0,7.94,7.83,5.05
15346,0.8,Premium,H,VS2,61.2,53.0,6.05,5.98,3.68
15347,0.46,Premium,I,SI2,60.3,62.0,4.95,4.9,2.97
15348,1.03,Premium,E,SI2,61.0,60.0,6.46,6.53,3.96
15349,0.31,Premium,J,SI1,61.9,59.0,4.32,4.28,2.66
15350,1.01,Premium,G,IF,61.3,58.0,6.48,6.4,3.95
15351,0.63,Ideal,F,IF,60.9,57.0,5.53,5.57,3.38
15352,0.5,Very Good,D,VS2,62.8,58.0,5.0,5.03,3.15
15353,0.84,Premium,F,SI2,62.3,59.0,6.06,6.01,3.76
15354,1.13,Good,F,SI2,64.0,58.0,6.52,6.58,4.19
15355,0.9,Very Good,G,VS2,62.5,57.0,6.12,6.14,3.83
15356,0.44,Good,E,SI2,63.2,59.0,4.8,4.85,3.05
15357,1.81,Fair,J,I1,68.0,57.0,7.43,7.39,5.04
15358,0.43,Ideal,F,VVS1,60.3,59.0,4.89,4.93,2.96
15359,2.23,Very Good,J,VS2,61.0,58.0,8.36,8.39,5.11
15360,0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31
15361,1.08,Ideal,D,SI1,60.3,57.0,6.68,6.71,4.04
15362,1.34,Ideal,J,VS1,62.0,57.0,7.04,7.12,4.39
15363,1.03,Premium,I,VS1,60.4,59.0,6.51,6.57,3.95
15364,1.01,Very Good,F,SI1,60.8,59.0,6.49,6.53,3.96
15365,0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26
15366,1.14,Premium,H,SI1,60.7,58.0,6.76,6.82,4.12
15367,0.54,Ideal,D,SI2,61.3,57.0,5.27,5.24,3.22
15368,2.0,Very Good,I,SI1,59.8,59.0,8.12,8.17,4.87
