index,carat,cut,color,clarity,depth,table,x,y,z,price
34437,0.93,Premium,H,SI1,61.8,59.0,6.27,6.23,3.86,3750
34438,1.23,Ideal,H,I1,61.6,55.0,6.92,6.87,4.25,3168
34439,1.15,Premium,E,SI2,61.8,56.0,6.75,6.7,4.15,4701
34440,0.71,Good,H,SI1,64.0,61.0,5.61,5.54,3.57,2207
34441,0.79,Good,H,SI2,59.2,58.0,6.05,6.07,3.59,2346
34442,1.22,Ideal,F,SI2,62.5,56.2,6.81,6.85,4.27,6401
34443,0.43,Ideal,F,VS2,61.1,56.0,4.88,4.91,2.99,905
34444,0.9,Good,I,SI2,62.2,59.0,6.07,6.11,3.79,2800
34445,0.42,Very Good,G,SI1,62.2,58.0,4.73,4.75,2.95,737
34446,0.41,Very Good,E,VVS2,62.8,54.0,4.72,4.77,2.98,1187
34447,0.55,Premium,E,VS2,61.1,58.0,5.28,5.3,3.23,1928
34448,0.33,Ideal,D,VVS1,60.5,56.0,4.5,4.53,2.73,1257
34449,1.28,Premium,E,SI2,62.5,58.0,6.93,6.89,4.32,5620
34450,0.34,Ideal,H,VVS1,61.6,53.0,4.5,4.52,2.78,751
34451,0.51,Ideal,G,VS2,61.6,56.0,5.13,5.18,3.18,1427
34452,0.58,Premium,F,SI1,61.0,57.0,5.41,5.34,3.28,1634
34453,1.01,Ideal,E,VS2,61.6,57.0,6.43,6.46,3.97,7198
34454,0.55,Premium,G,VS2,61.5,61.0,5.27,5.23,3.23,1645
34455,2.23,Premium,J,SI2,61.3,60.0,8.4,8.35,5.13,13931
34456,1.35,Premium,H,VS2,60.5,62.0,7.16,7.11,4.32,6093
34457,0.56,Ideal,D,VS2,61.5,57.0,5.28,5.33,3.26,1963
34458,0.5,Premium,F,VS1,61.8,60.0,5.1,5.06,3.14,1838
34459,2.02,Premium,I,VS2,59.2,58.0,8.29,8.25,4.89,13068
34460,1.75,Very Good,G,VS2,62.6,58.0,7.63,7.67,4.79,16632
34461,1.5,Good,E,SI2,61.5,65.0,7.21,7.17,4.42,6300
34462,0.9,Ideal,F,VS2,61.6,57.0,6.21,6.16,3.81,5141
34463,0.3,Ideal,F,VS2,62.0,55.0,4.33,4.31,2.68,776
34464,0.74,Good,E,VS1,63.1,58.0,5.73,5.75,3.62,2824
34465,1.0,Fair,H,VVS2,65.1,57.0,6.27,6.23,4.07,4312
34466,0.72,Fair,F,VS2,55.4,64.0,6.06,5.97,3.34,2724
34467,0.72,Good,F,SI1,63.1,56.0,5.67,5.68,3.58,2647
34468,1.65,Very Good,J,SI1,61.7,56.0,7.61,7.66,4.71,7903
34469,1.06,Premium,J,SI2,62.9,59.0,6.43,6.39,4.03,3391
34470,1.5,Premium,G,VS2,62.5,59.0,7.27,7.23,4.53,12787
34471,1.0,Premium,H,I1,60.4,61.0,6.39,6.32,3.84,1932
34472,0.94,Very Good,E,SI1,61.8,56.0,6.29,6.33,3.9,4661
34473,0.34,Ideal,E,SI1,61.8,56.0,4.45,4.48,2.76,596
34474,2.01,Very Good,H,SI1,62.2,60.0,8.05,8.0,4.99,17434
34475,1.0,Very Good,E,SI2,63.5,56.0,6.37,6.3,4.02,3763
34476,0.56,Ideal,G,VS2,61.0,57.0,5.34,5.32,3.25,1698
34477,1.01,Ideal,J,SI2,61.9,55.3,6.43,6.5,4.01,4099
34478,0.76,Ideal,I,VS1,61.5,57.0,5.85,5.89,3.61,2679
34479,0.41,Ideal,G,VS2,62.1,57.0,4.72,4.78,2.95,827
34480,0.44,Premium,G,VVS2,61.3,60.0,4.94,4.88,3.01,1155
34481,2.22,Ideal,I,SI2,62.7,61.0,8.31,8.23,5.19,14416
34482,0.71,Very Good,F,SI1,62.1,58.0,5.64,5.72,3.53,2221
34483,0.31,Ideal,D,VS2,61.5,56.0,4.35,4.36,2.68,734
34484,0.34,Ideal,G,VS2,61.8,56.0,4.52,4.48,2.78,765
34485,0.32,Ideal,D,VVS1,61.7,55.0,4.44,4.41,2.73,1140
34486,0.9,Premium,H,VS1,61.5,59.0,6.19,6.13,3.79,4064
34487,0.51,Very Good,E,VS2,61.2,60.0,5.11,5.18,3.15,1554
34488,0.53,Very Good,E,VS2,61.4,55.0,5.21,5.24,3.21,1607
34489,1.0,Very Good,G,VS2,63.3,58.0,6.39,6.27,4.01,6048
34490,0.28,Very Good,G,SI1,62.0,55.0,4.2,4.25,2.62,382
34491,0.34,Ideal,D,VS2,62.0,54.0,4.48,4.52,2.79,805
34492,0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,893
34493,0.42,Ideal,E,VS2,62.2,55.0,4.83,4.79,2.99,1024
34494,1.01,Very Good,H,SI2,63.5,55.0,6.32,6.27,4.0,3032
34495,0.91,Very Good,D,SI1,60.2,60.0,6.22,6.27,3.76,4466
34496,0.54,Premium,G,SI2,61.4,59.0,5.24,5.21,3.21,1195
34497,0.36,Very Good,G,VS1,59.7,56.0,4.64,4.67,2.78,726
34498,0.4,Very Good,F,SI1,59.6,61.0,4.79,4.84,2.87,927
34499,1.02,Fair,J,SI2,65.0,59.0,6.34,6.24,4.08,3119
34500,1.12,Ideal,G,VS2,62.2,54.0,6.65,6.62,4.13,6774
34501,2.05,Good,G,SI2,63.7,61.0,8.03,7.99,5.1,16295
34502,0.41,Premium,D,SI1,62.9,58.0,4.75,4.7,2.97,1015
34503,1.01,Fair,G,VS2,65.7,54.0,6.32,6.28,4.14,4072
34504,1.22,Ideal,F,VVS1,62.0,54.0,6.88,6.9,4.27,13539
34505,0.41,Ideal,I,VS1,61.9,55.0,4.78,4.82,2.97,685
34506,1.51,Ideal,E,SI2,61.9,56.0,7.31,7.36,4.54,10588
34507,0.3,Ideal,G,VVS2,62.2,54.0,4.33,4.29,2.68,819
34508,1.53,Premium,I,SI1,60.8,59.0,7.54,7.49,4.57,8911
34509,1.51,Very Good,I,SI1,59.3,59.0,7.49,7.59,4.47,8856
34510,0.7,Very Good,E,SI1,60.9,59.0,5.67,5.76,3.48,2537
34511,0.9,Very Good,J,SI1,63.8,56.0,6.11,6.14,3.91,3061
34512,0.7,Fair,G,SI1,63.1,57.0,5.64,5.58,3.54,2150
34513,0.51,Good,H,VS1,63.7,55.0,5.07,5.1,3.24,1438
34514,0.3,Ideal,H,VVS1,62.0,55.0,4.34,4.3,2.68,878
34515,2.06,Premium,H,SI1,62.4,59.0,8.11,8.07,5.05,14863
34516,0.31,Good,F,SI1,63.1,55.0,4.28,4.34,2.72,516
34517,1.33,Premium,G,SI2,59.2,62.0,7.22,7.16,4.26,5318
34518,0.34,Ideal,E,VS1,62.2,55.0,4.52,4.49,2.8,1033
34519,0.31,Premium,G,VVS2,60.5,58.0,4.43,4.39,2.67,907
34520,2.12,Premium,G,I1,60.0,58.0,8.39,8.28,4.99,7508
34521,0.9,Fair,J,VS2,65.0,56.0,6.08,6.04,3.94,2815
34522,0.32,Very Good,E,VS2,60.5,55.0,4.43,4.49,2.7,702
34523,1.06,Good,J,VS2,63.5,60.1,6.43,6.51,4.11,4517
34524,0.44,Ideal,E,VVS1,61.1,56.0,4.91,4.94,3.01,1924
34525,0.73,Ideal,G,VS1,60.7,57.0,5.85,5.81,3.54,3411
34526,0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,863
34527,0.9,Very Good,F,VS1,62.5,58.0,6.12,6.17,3.84,5279
34528,0.58,Ideal,F,VVS1,61.7,55.0,5.36,5.39,3.31,3090
34529,1.0,Good,H,SI2,63.2,60.0,6.27,6.3,3.97,3740
34530,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,1080
34531,1.14,Ideal,D,SI2,61.4,56.0,6.69,6.77,4.13,5548
34532,0.31,Ideal,I,SI1,62.2,56.0,4.34,4.37,2.71,418
34533,0.39,Ideal,E,VVS2,61.7,56.0,4.73,4.75,2.92,1056
34534,0.32,Ideal,G,VVS1,61.8,56.0,4.39,4.41,2.72,786
34535,1.39,Ideal,J,VS2,60.3,57.0,7.24,7.26,4.37,6252
34536,0.81,Ideal,I,VS2,61.4,55.0,6.03,6.06,3.71,3355
34537,0.5,Premium,D,SI1,61.2,60.0,5.14,5.09,3.13,1654
34538,0.9,Ideal,F,VS1,61.6,56.0,6.2,6.23,3.83,5386
34539,0.74,Very Good,J,VS1,62.7,58.0,5.75,5.8,3.62,2170
34540,0.41,Good,D,VS1,60.2,62.0,4.8,4.84,2.9,986
34541,0.55,Ideal,E,VS1,61.1,55.0,5.3,5.33,3.25,1975
34542,1.02,Ideal,G,SI1,62.4,56.0,6.42,6.37,3.99,4044
34543,0.55,Ideal,J,SI1,61.0,56.0,5.31,5.34,3.25,1101
34544,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,1902
34545,0.72,Ideal,H,SI1,61.1,56.0,5.78,5.8,3.54,2997
34546,1.26,Ideal,F,IF,62.6,57.0,6.94,6.84,4.31,13671
34547,1.51,Good,I,VVS2,63.6,58.0,7.29,7.26,4.63,7255
34548,0.3,Premium,G,VS1,61.4,58.0,4.35,4.32,2.66,776
34549,1.2,Very Good,G,SI2,62.6,60.0,6.68,6.74,4.2,5116
34550,1.2,Premium,G,VS2,62.5,58.0,6.74,6.67,4.19,9677
34551,0.7,Ideal,J,VS2,62.6,57.0,5.64,5.67,3.54,1874
34552,2.3,Very Good,I,SI2,60.6,60.0,8.51,8.56,5.17,14603
34553,1.28,Ideal,G,VS2,62.2,57.0,6.99,6.94,4.33,8774
34554,0.96,Premium,G,SI2,62.7,60.0,6.29,6.11,3.89,3215
34555,0.37,Premium,G,VVS2,62.2,58.0,4.56,4.6,2.85,787
34556,0.31,Premium,D,VS1,59.7,58.0,4.45,4.4,2.64,1011
34557,0.54,Very Good,F,SI2,61.2,57.4,5.23,5.25,3.21,1311
34558,1.01,Good,F,SI1,57.8,58.0,6.65,6.6,3.83,4989
34559,0.51,Ideal,G,VVS2,61.5,57.0,5.13,5.18,3.17,1875
34560,0.73,Fair,G,VS2,60.1,65.0,5.91,5.81,3.52,2401
34561,0.28,Premium,E,VVS2,60.1,59.0,4.26,4.22,2.55,828
34562,2.3,Premium,H,SI2,60.6,59.0,8.4,8.37,5.08,14042
34563,0.32,Premium,H,SI1,62.3,60.0,4.36,4.4,2.73,461
34564,1.72,Premium,J,SI1,61.7,58.0,7.71,7.81,4.79,8324
34565,1.75,Very Good,E,SI1,60.3,61.0,7.74,7.82,4.69,15255
34566,0.32,Premium,E,SI1,61.2,58.0,4.37,4.42,2.69,524
34567,0.72,Very Good,E,VVS2,62.0,58.0,5.71,5.74,3.55,3719
34568,0.71,Ideal,F,SI2,62.1,55.7,5.7,5.75,3.56,2614
34569,1.21,Very Good,F,SI1,59.4,56.0,6.95,7.0,4.14,6708
34570,1.51,Ideal,G,VVS2,60.5,56.0,7.45,7.42,4.5,15303
34571,0.54,Ideal,J,VS1,61.0,56.1,5.25,5.28,3.21,1240
34572,0.34,Premium,G,VS2,61.0,58.0,4.46,4.49,2.73,596
34573,0.5,Ideal,H,SI1,61.3,54.0,5.12,5.16,3.15,1666
34574,1.0,Good,H,SI2,63.9,55.0,6.25,6.33,4.02,3878
34575,0.32,Ideal,E,VS2,62.3,57.0,4.42,4.41,2.75,900
34576,0.71,Very Good,H,VS1,62.1,55.0,5.71,5.72,3.55,2569
34577,0.3,Premium,H,VVS2,62.4,58.0,4.26,4.3,2.67,605
34578,1.13,Very Good,D,VS2,62.9,58.0,6.59,6.63,4.16,8561
34579,0.31,Premium,G,VS2,61.2,58.0,4.32,4.37,2.66,544
34580,0.9,Very Good,F,SI2,61.8,60.0,6.13,6.14,3.79,3803
34581,0.53,Very Good,E,SI2,63.0,57.0,5.13,5.16,3.24,1174
34582,0.71,Good,I,VS1,63.8,53.0,5.7,5.64,3.62,2104
34583,0.38,Ideal,E,SI2,62.2,56.0,4.64,4.66,2.89,663
34584,1.02,Good,E,VS2,63.2,60.0,6.29,6.34,3.99,6462
34585,0.31,Very Good,I,VVS1,62.8,55.0,4.33,4.36,2.73,571
34586,0.5,Very Good,G,SI1,60.0,63.0,5.1,5.06,3.05,1286
34587,2.07,Very Good,I,VS2,60.6,58.0,8.24,8.29,5.01,16378
34588,0.92,Good,I,SI1,63.3,58.0,6.14,6.18,3.9,3382
34589,0.58,Ideal,G,VVS1,61.5,55.0,5.39,5.44,3.33,2772
34590,0.72,Ideal,E,SI1,61.0,57.0,5.78,5.8,3.53,2835
34591,0.72,Ideal,E,VS1,61.9,55.0,5.74,5.77,3.56,3283
34592,0.3,Premium,F,VS2,62.7,58.0,4.3,4.25,2.68,776
34593,1.0,Premium,H,VVS2,61.9,61.0,6.36,6.31,3.92,4312
34594,1.52,Very Good,J,VS2,63.1,61.0,7.23,7.19,4.55,7109
34595,1.61,Premium,D,SI1,59.0,60.0,7.68,7.6,4.51,12231
34596,1.26,Ideal,H,SI1,62.0,56.0,6.92,6.94,4.3,7701
34597,1.11,Ideal,H,SI1,62.7,56.0,6.65,6.59,4.15,5386
34598,0.24,Very Good,E,VVS2,62.2,56.0,3.96,3.98,2.47,608
34599,1.02,Premium,F,VS1,61.9,58.0,6.5,6.45,4.01,7485
34600,1.05,Ideal,D,SI1,60.0,55.0,6.66,6.61,3.98,5104
34601,1.06,Very Good,F,SI1,59.5,63.0,6.62,6.59,3.93,4488
34602,1.01,Ideal,D,VS2,59.8,56.0,6.49,6.52,3.89,6999
34603,1.0,Premium,E,SI2,62.2,59.0,6.38,6.35,3.96,4390
34604,0.9,Premium,J,VS2,59.8,62.0,6.24,6.21,3.72,2863
34605,0.29,Ideal,E,VS2,60.1,56.0,4.3,4.34,2.6,619
34606,1.41,Good,F,SI1,63.7,58.0,7.06,7.01,4.48,8212
34607,0.3,Good,G,VVS1,63.5,57.0,4.23,4.27,2.7,789
34608,0.9,Very Good,E,SI1,63.1,60.0,6.18,6.14,3.89,4092
34609,0.56,Ideal,F,VS2,62.0,56.0,5.27,5.31,3.28,1664
34610,1.01,Good,G,SI2,63.7,58.0,6.31,6.35,4.03,3852
34611,0.39,Ideal,D,VVS2,61.8,57.0,4.71,4.67,2.9,1290
34612,0.71,Premium,G,SI1,60.4,59.0,5.81,5.75,3.49,2352
34613,2.1,Good,H,SI1,63.7,61.0,8.1,8.07,5.15,12121
34614,0.76,Premium,E,VVS2,60.6,59.0,5.94,5.85,3.57,3767
34615,0.31,Ideal,F,VVS1,62.0,55.0,4.34,4.37,2.7,828
34616,0.71,Very Good,H,SI1,60.7,60.0,5.73,5.76,3.49,2266
34617,1.24,Ideal,J,SI1,61.8,57.0,6.92,6.86,4.26,5000
34618,0.86,Premium,F,SI1,62.6,58.0,6.01,6.06,3.78,3372
34619,1.01,Ideal,F,SI2,62.4,54.0,6.41,6.44,4.01,5154
34620,1.08,Premium,G,SI2,60.3,58.0,6.72,6.65,4.03,4442
34621,0.31,Very Good,I,VS1,63.5,57.0,4.28,4.26,2.71,628
34622,0.35,Good,G,SI1,63.4,56.0,4.46,4.5,2.84,522
34623,0.5,Very Good,E,VS2,63.5,54.0,5.08,5.03,3.21,1629
34624,0.53,Very Good,F,SI2,60.5,60.0,5.19,5.23,3.15,1132
34625,0.61,Ideal,G,SI1,61.4,56.0,5.46,5.49,3.36,1659
34626,1.14,Very Good,F,VVS2,63.3,56.0,6.56,6.71,4.2,8912
34627,1.5,Good,E,SI1,64.1,56.0,7.21,7.14,4.6,8820
34628,0.72,Premium,D,SI2,60.2,56.0,5.85,5.82,3.51,2492
34629,0.51,Ideal,G,VS2,62.4,56.0,5.11,5.14,3.2,1438
34630,2.02,Premium,J,SI2,62.1,60.0,7.98,8.09,4.99,11165
34631,0.33,Ideal,F,VVS1,61.3,55.0,4.46,4.48,2.74,893
34632,0.32,Ideal,F,VS2,60.3,55.0,4.4,4.45,2.67,645
34633,0.77,Very Good,D,SI1,59.9,59.0,5.9,5.95,3.55,3241
34634,0.51,Ideal,F,VVS2,61.9,56.0,5.09,5.14,3.16,2098
34635,1.07,Very Good,G,SI1,63.1,59.0,6.49,6.45,4.08,4949
34636,0.3,Ideal,G,SI2,61.9,57.0,4.28,4.31,2.66,422
34637,0.32,Ideal,D,SI1,59.3,55.0,4.51,4.53,2.68,589
34638,1.02,Good,I,VS1,63.7,58.0,6.33,6.26,4.01,4478
34639,0.57,Fair,F,SI1,65.8,58.0,5.2,5.1,3.39,1133
34640,1.52,Premium,I,SI1,60.5,60.0,7.48,7.4,4.5,8852
34641,0.77,Ideal,D,VS2,61.8,56.0,5.84,5.9,3.63,3721
34642,1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,5299
34643,0.33,Ideal,G,VVS2,62.5,54.0,4.45,4.41,2.77,965
34644,0.31,Premium,D,VS2,61.8,57.0,4.41,4.36,2.71,942
34645,1.5,Ideal,F,VS2,60.2,55.0,7.45,7.51,4.5,14281
34646,1.3,Premium,F,VS2,60.4,59.0,7.06,7.12,4.28,9909
34647,1.02,Premium,I,SI1,60.2,60.0,6.45,6.39,3.87,3713
34648,1.02,Good,E,I1,63.1,60.0,6.31,6.4,4.01,3051
34649,1.51,Premium,H,VS2,60.2,60.0,7.5,7.38,4.48,10951
34650,0.41,Premium,E,VS2,59.8,60.0,4.83,4.87,2.9,935
34651,1.01,Premium,E,VVS2,61.8,59.0,6.42,6.39,3.96,9711
34652,0.53,Ideal,G,VVS2,62.2,54.0,5.22,5.17,3.23,2051
34653,0.7,Ideal,H,SI1,62.2,55.0,5.67,5.71,3.54,2294
34654,0.7,Very Good,H,SI1,61.5,55.0,5.72,5.76,3.53,2200
34655,1.04,Premium,D,SI2,61.0,59.0,6.54,6.51,3.98,4811
34656,2.03,Premium,D,SI2,61.7,58.0,8.14,8.1,5.01,13229
34657,0.87,Very Good,H,SI1,62.2,57.0,6.05,6.11,3.78,3180
34658,0.38,Very Good,G,VS1,62.0,57.0,4.65,4.68,2.89,764
34659,1.0,Ideal,D,SI1,62.8,55.0,6.3,6.38,3.98,5639
34660,1.3,Very Good,J,VS2,63.3,57.0,6.98,6.96,4.41,4106
34661,0.33,Ideal,G,VVS2,62.6,53.0,4.43,4.45,2.78,702
34662,0.5,Very Good,D,VS2,61.2,55.0,5.07,5.12,3.12,1682
34663,1.07,Ideal,E,VVS2,62.3,56.0,6.51,6.61,4.09,10133
34664,1.52,Very Good,F,SI1,61.4,59.0,7.39,7.46,4.56,11776
34665,1.51,Very Good,J,VS2,59.7,59.0,7.51,7.47,4.47,8735
34666,1.21,Premium,E,VS1,60.3,58.0,6.95,6.91,4.18,10137
34667,0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,3762
34668,0.71,Ideal,H,SI1,62.3,54.0,5.74,5.76,3.58,2326
34669,0.91,Very Good,F,SI2,63.0,59.0,6.12,6.17,3.87,3405
34670,0.7,Ideal,H,SI1,60.6,57.0,5.73,5.78,3.49,1919
34671,0.27,Very Good,D,VVS2,64.6,53.0,4.04,4.1,2.63,575
34672,1.01,Premium,H,SI1,62.1,60.0,6.43,6.39,3.98,4439
34673,0.43,Ideal,I,VVS1,61.6,54.0,4.88,4.92,3.02,848
34674,0.32,Very Good,D,SI1,63.3,57.0,4.38,4.37,2.77,756
34675,0.32,Ideal,J,VS2,61.5,53.0,4.44,4.47,2.74,409
34676,1.21,Good,F,VS2,63.5,55.0,6.71,6.77,4.28,7786
34677,1.25,Very Good,H,SI2,61.2,62.0,6.84,6.95,4.22,5637
34678,0.3,Ideal,G,IF,62.4,55.0,4.32,4.3,2.69,1025
34679,0.91,Premium,H,SI1,60.9,58.0,6.26,6.22,3.8,3414
34680,1.32,Ideal,G,VS1,61.7,56.0,7.04,7.07,4.35,11584
34681,1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94,4955
34682,1.01,Premium,G,VS2,62.5,60.0,6.37,6.31,3.96,5620
34683,0.31,Ideal,F,VS2,61.9,55.0,4.35,4.31,2.68,802
34684,1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21,5373
34685,1.0,Very Good,H,SI2,62.0,57.0,6.4,6.34,3.95,4379
34686,0.53,Ideal,G,VS1,61.7,55.0,5.22,5.18,3.21,1727
34687,0.9,Ideal,E,VS1,61.7,56.0,6.19,6.22,3.83,6230
34688,0.72,Premium,E,VS2,60.9,60.0,5.8,5.76,3.52,2822
34689,1.51,Good,G,VS2,64.2,54.0,7.27,7.18,4.64,11746
34690,0.32,Very Good,H,SI1,63.1,55.0,4.37,4.34,2.75,576
34691,0.42,Very Good,D,SI2,60.8,59.0,4.77,4.83,2.92,700
34692,0.33,Premium,F,VS2,60.0,60.0,4.49,4.45,2.68,740
34693,0.31,Ideal,I,VVS1,62.7,53.0,4.33,4.35,2.72,557
34694,0.4,Very Good,G,SI1,62.9,57.0,4.69,4.72,2.96,699
34695,0.3,Ideal,F,VS2,62.9,57.0,4.29,4.27,2.69,776
34696,0.71,Fair,G,SI2,64.8,58.0,5.6,5.57,3.62,2055
34697,0.51,Premium,F,VS2,61.1,58.0,5.19,5.16,3.16,2203
34698,0.7,Premium,F,SI1,62.8,59.0,5.66,5.59,3.53,2348
34699,0.3,Premium,E,VS2,62.3,58.0,4.28,4.32,2.68,658
34700,0.3,Ideal,G,VS2,61.2,55.0,4.35,4.38,2.67,545
34701,1.32,Very Good,H,SI1,62.3,58.0,6.96,7.0,4.35,7389
34702,0.7,Very Good,H,VS2,63.6,56.0,5.6,5.63,3.57,2312
34703,0.51,Ideal,F,VS1,60.2,56.0,5.22,5.24,3.15,1765
34704,0.91,Ideal,E,SI2,61.8,56.0,6.19,6.27,3.85,4160
34705,1.03,Ideal,F,VS2,62.3,56.0,6.52,6.49,4.05,6922
34706,1.5,Very Good,E,SI2,62.7,56.0,7.33,7.38,4.61,8827
34707,1.01,Ideal,H,SI1,62.6,54.0,6.38,6.34,3.98,4989
34708,0.46,Very Good,I,VVS1,63.5,57.0,4.91,4.85,3.1,1164
34709,0.43,Good,F,VS1,63.4,57.0,4.76,4.8,3.03,943
34710,1.06,Premium,G,VS1,62.8,56.0,6.52,6.47,4.08,7130
34711,0.54,Ideal,F,VS1,61.5,55.0,5.26,5.27,3.24,2202
34712,0.3,Very Good,G,VVS2,60.3,57.0,4.35,4.36,2.63,631
34713,0.43,Ideal,H,SI1,62.1,57.0,4.83,4.77,2.98,858
34714,0.81,Premium,E,SI2,59.9,61.0,6.08,6.05,3.63,2559
34715,1.18,Premium,G,VVS2,59.7,58.0,6.94,6.9,4.13,9537
34716,0.3,Good,G,VS1,63.3,56.0,4.28,4.31,2.72,565
34717,0.71,Very Good,F,SI2,59.2,60.0,5.85,5.91,3.48,2134
34718,1.01,Premium,I,SI1,62.7,60.0,6.36,6.27,3.96,2885
34719,1.52,Ideal,E,VS1,62.4,54.0,7.32,7.39,4.59,16916
34720,1.0,Fair,F,SI1,65.4,59.0,6.27,6.2,4.08,4798
34721,0.73,Ideal,H,VS2,62.5,58.0,5.71,5.75,3.58,2752
34722,0.41,Very Good,G,VS1,61.6,59.0,4.74,4.8,2.94,908
34723,1.01,Ideal,H,VS2,61.0,59.0,6.51,6.47,3.96,5238
34724,0.25,Very Good,E,VVS2,60.2,59.0,4.07,4.14,2.47,575
34725,1.04,Ideal,G,VVS2,61.4,57.0,6.52,6.44,3.98,6173
34726,1.11,Very Good,I,SI2,63.7,58.0,6.57,6.53,4.17,3882
34727,0.3,Ideal,G,VVS2,62.1,55.0,4.32,4.35,2.69,665
34728,1.32,Ideal,G,VS1,61.6,57.0,6.97,7.05,4.32,12094
34729,0.24,Very Good,D,VVS2,61.3,58.0,3.99,4.03,2.46,485
34730,0.84,Very Good,E,SI1,63.4,55.0,6.0,5.95,3.79,2813
34731,0.71,Ideal,J,VS1,61.9,55.0,5.75,5.69,3.54,2034
34732,1.15,Premium,H,VVS2,58.8,58.0,6.9,6.87,4.05,6917
34733,0.55,Ideal,G,VVS1,61.2,56.0,5.27,5.3,3.24,2077
34734,1.25,Premium,H,VS2,61.9,58.0,6.9,6.84,4.25,5902
34735,2.0,Fair,H,VS2,65.2,56.0,7.92,7.87,5.15,12765
34736,0.41,Premium,G,VS1,61.9,58.0,4.78,4.75,2.95,961
34737,0.3,Premium,H,SI1,62.9,58.0,4.24,4.22,2.66,540
34738,1.32,Very Good,J,SI1,63.5,57.0,6.98,6.95,4.42,4657
34739,1.02,Ideal,I,VS2,61.5,57.0,6.49,6.45,3.98,4662
34740,1.0,Good,F,VS2,64.4,56.0,6.23,6.28,4.03,5407
34741,1.0,Very Good,G,VVS2,63.1,58.0,6.37,6.33,4.01,7589
34742,1.01,Good,I,VS1,59.0,63.5,6.5,6.57,3.86,5056
34743,0.42,Ideal,G,VVS2,61.3,56.0,4.82,4.81,2.95,1103
34744,0.56,Ideal,E,VS2,62.6,57.0,5.26,5.29,3.3,1819
34745,0.9,Ideal,F,SI1,60.7,57.0,6.21,6.25,3.78,4401
34746,1.01,Good,E,SI1,63.3,57.0,6.33,6.37,4.02,4692
34747,0.52,Ideal,D,VS2,62.6,56.0,5.11,5.14,3.21,1822
34748,0.26,Premium,E,VS1,60.1,60.0,4.15,4.1,2.48,580
34749,0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,1148
34750,1.01,Premium,E,SI2,62.6,59.0,6.36,6.39,3.99,4666
34751,1.39,Premium,F,SI1,62.1,58.0,7.16,7.1,4.43,8631
34752,0.72,Premium,E,SI1,60.9,60.0,5.78,5.74,3.51,2863
34753,0.75,Ideal,H,SI1,62.1,57.0,5.82,5.78,3.6,2165
34754,0.73,Premium,D,SI1,61.7,55.0,5.84,5.82,3.6,2821
34755,1.01,Very Good,G,SI2,63.1,55.0,6.36,6.31,4.0,3507
34756,0.31,Ideal,G,IF,62.7,57.0,4.34,4.31,2.71,988
34757,0.33,Very Good,E,SI1,63.0,54.0,4.38,4.42,2.77,579
34758,0.3,Ideal,G,VVS2,61.8,56.0,4.31,4.33,2.67,665
34759,0.52,Ideal,F,IF,61.5,57.0,5.15,5.19,3.18,2749
34760,0.3,Ideal,G,VS2,62.6,58.0,4.25,4.28,2.67,545
34761,0.3,Premium,E,VS2,61.9,61.0,4.32,4.28,2.66,844
34762,0.5,Premium,F,SI2,61.4,61.0,5.14,5.09,3.14,1172
34763,1.08,Ideal,G,SI2,61.8,56.0,6.54,6.6,4.06,4814
34764,0.32,Very Good,H,VVS1,62.3,56.0,4.35,4.37,2.72,672
34765,1.53,Premium,G,SI1,61.7,59.0,7.31,7.4,4.54,9572
34766,0.35,Ideal,G,IF,60.7,57.0,4.59,4.61,2.79,959
34767,0.75,Premium,E,SI1,59.8,60.0,5.9,5.84,3.51,2360
34768,1.01,Good,G,VS1,64.0,60.0,6.29,6.33,4.04,6509
34769,0.3,Ideal,D,VS1,62.0,54.0,4.34,4.3,2.68,848
34770,1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,4848
34771,0.5,Premium,E,VS2,61.4,58.0,5.1,5.07,3.12,1629
34772,0.3,Very Good,F,SI1,62.1,61.0,4.25,4.29,2.65,500
34773,0.56,Ideal,E,VVS2,62.1,57.0,5.26,5.3,3.28,2622
34774,0.36,Premium,F,VS1,61.3,57.0,4.58,4.56,2.8,1013
34775,0.96,Ideal,F,SI2,60.9,60.0,6.31,6.36,3.86,4500
34776,1.59,Fair,I,SI2,65.2,58.0,7.28,7.24,4.73,7080
34777,0.81,Premium,E,SI2,60.1,59.0,6.09,6.03,3.65,2368
34778,0.3,Very Good,I,VS1,63.4,54.0,4.32,4.29,2.73,608
34779,0.37,Ideal,D,VS2,61.1,56.0,4.64,4.66,2.84,1050
34780,0.7,Very Good,H,VVS1,63.5,58.0,5.63,5.59,3.56,2682
34781,0.56,Ideal,F,VVS2,61.1,56.0,5.35,5.37,3.27,2522
